URI	Index Page	Entry	Refs	Alternate Names	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3
https://usaybia.net/place/289	469	al-Kaʿbah, the Kaaba, Bayt Allāh (‘God’s House’)	"1.11n; 10.62.3(p); 10.67.4.1n; 15.46.2(p)"					
https://usaybia.net/place/290	469	Kairouan (al-Qayrawān), a holy city in modern Tunisia	"1.7n; 13.1.2; 13.2.1; 13.3.1; 13.3.2.1; 13.3.2.3; 13.25; 13.60.2"	al-Qayrawān	al-Qayrawān			
https://usaybia.net/place/291	469	Kamākh (or Kemah), a fortress near the city of Erzerum, modern-day Turkey	15.40.6		Kemah			
https://usaybia.net/place/292	469	Kanaan (Kanʿān)	11.13.7.9(p)		Kanʿān			
	469	Kanīsat Mār Thawādrus `see` Church of Saint Theodore				Church of Saint Theodore		
https://usaybia.net/place/293	469	Karaj (al-Karaj, Karaj Abī Dulaf), a city in the Jibāl province of Persia	"10.68.1.4n; 11.13.3.18. `See also` al-Īghārān"		al-Karaj, Karaj Abī Dulaf			
https://usaybia.net/place/294	469	Karak (al-Karak), a fortress situated to the east of the Dead Sea	"1.11; 14.50; 14.51.2; 14.52; 14.53; 15.21; 15.23.2.2; 15.42; 15.44; 15.45; 15.51.3; 15.60.1"		al-Karak			
https://usaybia.net/place/295	469	Karkh (al-Karkh), a district of Baghdad	"9.11; 9.42; 10.76.2"		al-Karkh			
https://usaybia.net/place/296	469	Karkh Guddan, ancient city near the modern Iraq-Iran border	9.42n					
https://usaybia.net/place/297	469	Kārūn (or Dujayl, the ‘small Tigris’), river in Khuzestan	14.22.4.3n		Dujayl, the ‘small Tigris’			
https://usaybia.net/place/298	469	Kashkar (or Kaskar), an ancient town on the west bank of the Tigris, opposite Wāsiṭ	"8.8.6n; 8.10.1; 8.13.3n"		Kaskar			
	469	Kath `see` Bīrūn				Bīrūn		
https://usaybia.net/place/299	469	Khabūshān, town near Nishapur	14.36.2n					
https://usaybia.net/place/300	469	al-Khandaq (lit. ‘the moat’, ‘the trench’), a village near New Cairo (al-Qāhirah)	14.22.3.1		‘the moat’, ‘the trench’			
https://usaybia.net/place/301	469	Khānqāh al-Sumaysāṭī, in Damascus	14.36.2					
https://usaybia.net/place/302	469	al-Kharibah (lit. ‘the site of ruins’), an unidentified Egyptian locality	14.54.3		‘the site of ruins’			
https://usaybia.net/place/303	469	Kharmaythan, a district of Bukhara	11.13.2.1					
https://usaybia.net/place/304	469	"Kharpūt (or Harpūt, Kharberd, Kharpert; Arabic Khartabirt), a town north of the city of Diyarbakir, the modern the town of Elāzij in eastern Turkey"	"15.18 no. 2; 15.18n"	Harpūt	Harpūt, Kharberd, Kharpert			
https://usaybia.net/place/305	469	al-Khaṭṭ, place in eastern Arabia famous for its lances	"10.68.2.2(p); 13.58.4.4(p); 15.8.5(p)"					
https://usaybia.net/place/306	469	Khātūn Mosque (Masjid Khātūn), in Damascus	15.33		Masjid Khātūn			
https://usaybia.net/place/307	469	al-Khawarnaq, legendary Sasanian palace in southern Iraq	15.54(p)					
https://usaybia.net/place/308	469	Khaybar, oasis c. 95 miles north of Medina	"10.68.2.1(p); 10.69.3.12(p)"					
https://usaybia.net/place/309	469	al-Khayf, name of several places in the Hijaz, including one at Minā near Mecca	"7.1.6n; 10.81.5(p)"					
https://usaybia.net/place/310	469	Khāzir or Khāzar, river between Irbil and Mosul	11.13.7.9(n)					
https://usaybia.net/place/311	469	Khilāṭ (modern Ahlat), a town on the west bank of Lake Van in Asia Minor	"10.81.2; 11.13.7.9(p); 15.46.3"	Ahlat	Ahlat			
	469	Khiva `see` Khwārazm				Khwārazm		
https://usaybia.net/place/312	470	Khorasan, the eastern part of Persia, including parts of what are today Central Asia and Afghanistan	"7.7.2n; 8.3.7; 8.3.17; 8.10.2n; 8.10.4n; 8.11n; 8.18.2; 8.19.3n; 8.20.11n; 8.27.4n; 8.29.2n; 9.7n; 9.40n; 10.4.2; 10.9.1; 11.5.9; 11.5.12; 11.5.14; 11.5.25 nos. 35n, 90; 11.12; 11.13.2.11; 11.13.3.13; 11.13.7.9(p); 15.1.1; 15.29; 15.40.2"	Khurasan				
https://usaybia.net/place/313	470	Khujanda, city in Transoxiana	8.11n					
https://usaybia.net/place/314	470	Khūnaj, town near Zanjān in Azerbaijan	14.48.n					
	470	Khurasan, Khurāsān `see` Khorasan				Khorasan		
https://usaybia.net/place/315	470	Khusrawshāh (modern Khosrow Shahr), a small settlement west of Tabrīz in Persia	15.21		Khosrow Shahr			
https://usaybia.net/place/316	470	Khuwayy, a town in Azerbaijan	15.19					
https://usaybia.net/place/317	470	Khuzestan (Khūzistān), a province in the southwest of Iran, between the Zagros mountains and the Persian Gulf	"8.3.10n; 8.20.11n; 8.26.9; 9.26; 9.37; 10.68.2.1n; 14.22.4.3n; 14.22.5.1 no. 8n"		Khūzistān			
https://usaybia.net/place/318	470	"Khwārazm (Khuwārizm, Khwārizm, Khorezm, Chorasmia), a city in the Xorazm province of present-day Uzbekistan; modern name Khiva"	"11.13.3.14; 11.13.7.9(p); 11.15; 11.19.6.1"	Chorasmia, Khiva	Khuwārizm, Khwārizm, Khorezm, Chorasmia			
https://usaybia.net/place/319	470	Kirmān, a province of Persia, lying south of Khorasan	"8.5.2; 8.20.5n; 10.38.4; 10.64.17.2(p)"					
https://usaybia.net/place/320	470	Kirmānshāh (Qarmīsīn)	11.13.3.4	Qarmīsīn	Qarmīsīn			
https://usaybia.net/place/321	470	Knidos (or Cnidos) – island/peninsula in Mediterranean	"1.1; 4.1.1; 3.1.n"	Cnidos	Cnidos			
https://usaybia.net/place/322	470	Kos (or Cos)– Greek island state of the Dodecanese	"1.1; 1.6; 2.1.5; 3.5n; 3.6n; 4.1.1; 4.1.2; 4.1.10.1n"	Cos	Cos			
https://usaybia.net/place/323	470	Kufa (al-Kūfah), town in Iraq, near present-day Najaf	"8.3.7n; 8.3.14n; 8.8.3n; 8.10.4n; 8.18.1; 8.18.2; 8.20.6n; 8.26.13; 8.29.2; 10.1.2"		al-Kūfah			
https://usaybia.net/place/324	470	al-Kūlam, a town in India, now the port of Quilon in Kerala	14.47.1					
https://usaybia.net/place/325	470	Kurkānj see Gurgānj Kūthā, place of a monastery near Baghdad	10.51.6n					
	470	al-Labbādīn `see` Feltmakers’ Market				Feltmakers’ Market		
	470	al-Lādhiqiyyah `see` Latakiyah				Latakiyah		
https://usaybia.net/place/326	470	Laʿlaʿ, a place of uncertain location	15.51.10.2(p)					
https://usaybia.net/place/327	470	Laribus or Lorbeus (al-Arīs), city in Libya	13.2.2.1		al-Arīs			
https://usaybia.net/place/328	470	Latakiyah (al-Lādhiqiyyah), the principal port of in Syria	"15.15; 15.18n"	al-Lādhiqiyyah	al-Lādhiqiyyah			
https://usaybia.net/place/329	470	Lemnos, Aegean island	"4.3.4.1; 5.1.21.1n"					
https://usaybia.net/place/330	470	Libn, a place said to be in China (error for Yemen?)	8.3.16n					
https://usaybia.net/place/331	470	Libya	4.3.2					
https://usaybia.net/place/332	470	al-Liwā, desert location in Arabia	15.43.3(p)					
https://usaybia.net/place/333	470	Locris, region in ancient Greece	"4.3.4.3; 4.5.2n"					
https://usaybia.net/place/334	470	Lower Mesopotamia, southern Iraq	1.1n					
https://usaybia.net/place/335	470	Lucena (al-Yussānah), city in today’s province of Cordoba (Spain)	13.66.3	al-Yussānah	al-Yussānah			
https://usaybia.net/place/336	470	al-Maʿarrah (or Maʿarrat al-Nuʿmān), a city in northwestern Syria	"15.12; 15.55"		Maʿarrat al-Nuʿmān			
https://usaybia.net/place/337	470	Macedon (Macedonia), ancient kingdom on the periphery of Greece	"4.1.10.2n; 4.6.2.1"		Macedonia			
https://usaybia.net/place/338	470	al-Madāʾin, an ancient town (Ctesiphon) 20 miles southwest of Baghdad	"7.1.2n; 8.3.20; 8.20.6n; 8.26.8; 10.80"	Ctesiphon				
	470	al-Madīnah `see` Medina				Medina		
	470	Madīnat al-Salām `see` Baghdad				Baghdad		
https://usaybia.net/place/339	470	Madīnat al-Zahrāʾ, caliphal city on the outskirts of Cordova	"13.19.1; 13.19.2.1"	al-Zahrāʾ				
	470	al-Madrasah al-ʿĀdiliyyah `see` al-ʿĀdiliyyah Law College				al-ʿĀdiliyyah Law College		
	470	al-Madrasah al-Amīniyyah `see` al-Amīniyyah Law College				al-Amīniyyah Law College		
	470	al-Madrasah al-ʿAzīziyyah `see` al-ʿAzīziyyah Law College				al-ʿAzīziyyah Law College		
	470	al-Madrasah al-Dakhwāriyyah `see` al-Dakhwāriyyah College				al-Dakhwāriyyah College		
	470	al-Madrasah al-Ḥallāwiyyah `see` al-Ḥallāwiyyah Law College				al-Ḥallāwiyyah Law College		
	470	al-Madrasah al-Ḥanbaliyyah `see` al-Ḥanbaliyyah Law College				al-Ḥanbaliyyah Law College		
	470	al-Madrasah al-Niẓāmiyyah `see` al-Niẓāmiyyah Law College				al-Niẓāmiyyah Law College		
	470	al-Madrasah al-Qilījiyyah `see` al-Qilījiyyah Law College				al-Qilījiyyah Law College		
https://usaybia.net/place/340	470	Madrasat Ibn Muhājir (Law College of Ibn Muhājir), in Mosul	15.40.3		Law College of Ibn Muhājir			
https://usaybia.net/place/341	470	Madrid (Majrīṭ)	13.5n		Majrīṭ			
https://usaybia.net/place/342	470	Maghārat Afqah (the Cave of Afqah), village and cave between the villages of Baalbek and Byblos, northeast of modern-day Beirut	15.20	Afqah, Cave of Afqah	the Cave of Afqah			
https://usaybia.net/place/343	471	Maghrib (al-Maghrib, ‘the West’), North Africa excluding Egypt	"10.38.4; 11.20; 11.21; 13.1.2, 13.2.2.1; 13.61.4 no. 9; 14.14.3; 14.27.1; 14.39.2; 14.58.1; 15.41; 15.50.6; 15.53"	North Africa	al-Maghrib, ‘the West’			
https://usaybia.net/place/344	471	Magnesia, ancient Greek city	4.3.4.1					
https://usaybia.net/place/345	471	al-Maḥallah, a provincial town in Egypt, probably al-Maḥallah al-Kubrā	14.42.1					
https://usaybia.net/place/346	471	al-Maḥallah al-Kubrā, town in the Delta, Egypt	14.42.2n					
https://usaybia.net/place/347	471	Mahdia (al-Mahdiyyah), city in the coast of Tunisia	"13.58.4.1; 13.58.4.2; 13.64.2.1"		al-Mahdiyyah			
	471	Makkah `see` Mecca				Mecca		
https://usaybia.net/place/348	471	Makrān (or Mukrān), the coastal region of southern Baluchistan that today is the political boundary between Pakistan and Iran	14.25.9 no. 42	Mukrān	Mukrān			
https://usaybia.net/place/349	471	Málaga (Mālaqah), city in al-Andalus	14.25.4		Mālaqah			
https://usaybia.net/place/350	471	Malatya (Malaṭyah), a city in the eastern Anatolia region of Turkey	15.40.6		Malaṭyah			
https://usaybia.net/place/351	471	"Malāzkird (or Mantzikert; modern Malazgirt), a town a little north of Khilāṭ in Asia Minor"	15.46.3	Mantzikert	Mantzikert			
https://usaybia.net/place/352	471	Manbij, city northeast of Aleppo	14.49.2n					
https://usaybia.net/place/353	471	al-Manṣūr, name of the camp of Saladin on the outskirts of Acre	15.11.2					
https://usaybia.net/place/354	471	Manṣūrī Hospital (Bīmāristān al-Manṣūrī), established in Cairo in 683/1285	"ＡＩ.2; ＡＩ.3"		Bīmāristān al-Manṣūrī			
	471	Mantzikert `see` Malāzkird				Malāzkird		
https://usaybia.net/place/355	471	Maqābir al-shuyūkh (‘Cemetery of the Venerable Men’), in Marrakesh	13.63.3		‘Cemetery of the Venerable Men’			
https://usaybia.net/place/356	471	Maʿqil Canal (Nahr Maʿqil), in Basra	15.8.8(p)	Nahr Maʿqil	Nahr Maʿqil			
https://usaybia.net/place/357	471	Mar Saba, monastery in Palestine	9.23n					
https://usaybia.net/place/358	471	Maragheh (Marāghah), a city on the river Sufi Chay in the Azerbaijan province of Iran, famous for an early observatory	"11.19.1; 11.21; 15.60.1n"		Marāghah			
https://usaybia.net/place/359	471	Marand, a city in the modern-day east Azerbaijan Province, Iran	11.19.2					
https://usaybia.net/place/360	471	al-Marāwizah, a quarter in Baghdad contiguous with al-Ḥarbiyyah where the people of Marv used to dwell	10.20n					
	471	Mardē `see` Māridīn				Māridīn		
https://usaybia.net/place/361	471	Māridīn (Mārdīn), city of northern Mesopotamia	"5.1.16.1n; 15.17n; 15.58; 10.75.1; 10.75.2; 10.81.2; 15.58.5"	Mardē	Mārdīn			
	471	al-Mariyyah `see` Almeria				Almeria		
https://usaybia.net/place/362	471	Marj al-Ṣuffar, a large plain south of Damascus, Syria	"15.40.4; 15.50.3"					
https://usaybia.net/place/363	471	Marrakesh (Marrākush), city in Morocco	"13.61.4 no. 9; 13.63.3; 13.64.2.1; 13.66.3n; 13.66.5; 13.68.3; 13.70; 13.71; 13.72; 13.73; 13.78; 13.87"		Marrākush			
	471	Marw `see` Merv				Merv		
	471	Mary `see` Merv				Merv		
https://usaybia.net/place/364	471	Mashhad, a city in Iran	"8.10.4n; 8.29.2n"					
https://usaybia.net/place/365	471	al-Maṣīr, a district within the city of Samarra	8.20.5					
https://usaybia.net/place/366	471	Maṣīṣ (perhaps Mases in the Argolid)	4.1.11.2		Mases in the Argolid?			
	471	Maṣṣīṣā `see` Mopsuestia				Mopsuestia		
	471	Mā warāʾ al-Nahr `see` Transoxiana				Transoxiana		
	471	al-Mawṣil `see` Mosul				Mosul		
https://usaybia.net/place/367	471	al-Maydān Gate (Bāb al-Maydān), in Mosul	10.81.4	Bāb al-Maydān	Bāb al-Maydān			
https://usaybia.net/place/368	471	"Mayyāfāriqīn (Martyropolis; modern Silvan), settlement east of the city of Diyarbakir in eastern Anatolia (now in Turkey)"	"8.5.4; 8.5.5; 8.6; 10.13.3; 10.41; 10.54.1; 10.54.2; 15.17n; 15.18.1.4; 15.19; 15.46.3; 15.46.3.9(p); 15.46.4 no. 3"	Silvan	Martyropolis			
https://usaybia.net/place/369	471	Mazdākhān or al-Mazdaqān, a village near al-Rayy	11.19.6.1					
https://usaybia.net/place/370	471	Mecca (Makkah)	"7.1.1; 7.1.6n; 7.2.1; 7.2.3n; 7.5.3; 7.5.4; 7.6; 8.3.8; 8.4.11n; 8.8.3n; 8.9; 10.62.3(p); 10.64.19.8n; 15.24; 15.40.4; 15.51.5; 15.51n"	Makkah	Makkah			
	471	Media `see` al-Jibāl				al-Jibāl		
https://usaybia.net/place/371	471	Medina (al-Madīnah)	"7.2.1n; 7.2.3n; 7.4n; 7.5.3n; 7.5.5n; 8.4.11n; 8.18.1n; 8.18.2n; 11.16 no. 1.38; 15.46n"	al-Madīnah	al-Madīnah			
	471	Medina Sidonia `see` Sidonia				Sidonia		
https://usaybia.net/place/372	471	Mediterranean Sea	"5.1. 21.1 (‘Green Sea’); 8.21.4 (‘Roman Sea’); 8.21.4; 13.3.2.1; 13.4n; 14.3n"	Green Sea, Roman Sea				
https://usaybia.net/place/373	471	Memphis, city in ancient Egypt	"2.1.3; 4.3.4.2"					
https://usaybia.net/place/374	471	Mendes, ancient city in the Nile delta	"4.5.1n; 4.5.4n"					
https://usaybia.net/place/375	471	Merv (or Merw, Marw), a medieval city in present-day Turkmenistan, now called Mary	"8.10.4; 10.20n; 15.1.2; 15.1.3; 15.13n"	Marw, Mary	Merw, Marw			
https://usaybia.net/place/376	471	Mesopotamia	1.5n					
https://usaybia.net/place/377	472	Metapontum, ancient Greek city in southern Italy	4.3.4.3					
https://usaybia.net/place/378	472	Methone, ancient city in Thrace	4.6.2.1					
https://usaybia.net/place/379	472	Mihrān, the River Indus	"8.21.2n; 8.21.3; 8.21.4"	Indus				
https://usaybia.net/place/380	472	Miletus, ancient Greek city on the western coast of Asia Minor	4.3.4.1					
https://usaybia.net/place/381	472	Minā, a place near Mecca	7.1.6n					
	472	Miṣr `see` Egypt `and` Cairo				Egypt	Cairo	
	472	Miṣr al-ʿAtīqah, Miṣr al-Qadīmah `see` Fustat				Fustat		
https://usaybia.net/place/382	472	Monastir (al-Munastīr), city on the coast of Tunisia	"13.3.2.1; 13.58.4.1"	al-Munastīr	al-Munastīr			
https://usaybia.net/place/383	472	Mopsuestia (Maṣṣīṣā), city of Cilicia in southern Anatolia	4.1.11.2	Maṣṣīṣā	Maṣṣīṣā			
https://usaybia.net/place/384	472	Mosque of al-Ḥājib Luʾluʾ (Masjid al-Ḥājib Luʾluʾ), in Cairo	15.40.3		Masjid al-Ḥājib Luʾluʾ			
https://usaybia.net/place/385	472	Mosque of al-Khabūshānī (Masjid al-Khabūshānī), in Damascus	14.36.2		Masjid al-Khabūshānī			
https://usaybia.net/place/386	472	Mosul (al-Mawṣil), a city in northern Iraq on the west bank of the Tigris near ancient Nineveh	"1.11n; 8.5.4; 9.35; 10.38.4; 10.46.2; 10.47; 10.49; 10.63.2; 10.68.1.4; 10.69.4 no. 5n; 10.81.1; 10.81.2; 10.81.4; 10.81.6; 10.82; 10.83.1; 10.83.2; 10.83.3; 10.83.4; 11.13.7.9(p); 11.21; 14.26.3 no. 2n; 15.4; 15.5; 15.24; 15.40.1; 15.40.3"	al-Mawṣil	al-Mawṣil			
https://usaybia.net/place/387	472	Mount Ajaʾ, a mountain in the Jabal Ṭayyiʾ region	8.10.4n					
https://usaybia.net/place/388	472	Mount Ḥaḍan, in Arabia	7.5.6(p)					
https://usaybia.net/place/389	472	Mount Lebanon, a mountain range in						
https://usaybia.net/place/390	472	Lebanon	15.45.4					
https://usaybia.net/place/391	472	Mount Qāsiyūn, a mountain overlooking Damascus	"15.13; 15.21; 15.34; 15.36.1.4; 15.37; 15.50.6; 15.51.4; 15.57.2"	Qāsiyūn				
https://usaybia.net/place/392	472	Mount Salmā, a mountain in the Jabal Ṭayyiʾ region	8.10.4n					
https://usaybia.net/place/393	472	Mount Sinai (Ṭūr Sīnāʾ),	1.1	Sinai, Ṭūr Sīnāʾ	Ṭūr Sīnāʾ			
https://usaybia.net/place/394	472	Mufaḍḍal Lane (Darb al-Mufaḍḍal), location in East Baghdad	10.5.2		Darb al-Mufaḍḍal			
	472	al-Muḥammadiyyah `see` Dayr Banī l-Ṣaqr				Dayr Banī l-Ṣaqr		
	472	Mukrān `see` Makrān				Makrān		
	472	al-Munastīr `see` Monastir				Monastir		
https://usaybia.net/place/395	472	al-Munaybiʿ, a locality just west of Damascus in Syria	15.33					
	472	Mūrāṭīr `see` Murviedro				Murviedro		
https://usaybia.net/place/396	472	Murcia (Mursiyah), a city in south-east al-Andalus	"13.42; 13.53; 13.62.2.2; 13.81.2n; 13.83; 15.8.1n"		Mursiyah			
https://usaybia.net/place/397	472	Murviedro (Mūrāṭīr), city in Spain known today as Sagunto	13.68.1	Mūrāṭīr	Mūrāṭīr			
https://usaybia.net/place/398	472	al-Mushaqqar, a settlement and port on the eastern coast of Arabia, exact location unknown	10.1.3					
https://usaybia.net/place/399	472	Mutān, a village near Ṣarkhad in Syria	10.83.4					
https://usaybia.net/place/400	472	Muṭbaq, name of a prison in the southern part of Baghdad	8.29.16					
https://usaybia.net/place/401	472	Mysia, a region in the northwest part of ancient Anatolia	1.1					
https://usaybia.net/place/402	472	Nablus (Nābulus), a city approximately 49 km N. of Jerusalem	15.51.5		Nābulus			
	472	Nadrūmah `see` Nedroma				Nedroma		
https://usaybia.net/place/403	472	Najaf, town in south central Iraq	8.9					
https://usaybia.net/place/404	472	Najd, central Arabian plateau	"14.47.1(p); 15.51.10.2(p)"					
https://usaybia.net/place/405	472	Naḥlah (Nahle), village near Baalbek	15.37.4(p)		Nahle			
	472	Nahr Bānyās `see` Bānyās canal				Bānyās canal		
https://usaybia.net/place/406	472	Nahr ʿĪsā, canal in Baghdad	10.4.4.2n					
https://usaybia.net/place/407	472	Nahr al-Kalbah, one of the canals of Baghdad	8.11					
https://usaybia.net/place/408	472	Nahr al-Mahdī, one of the canals of Baghdad	8.10.3					
https://usaybia.net/place/409	472	Nahr al-Malik, canal and district in Baghdad	10.4.4.2					
	472	Nahr Maʿqil `see` Maʿqil Canal				Maʿqil Canal		
https://usaybia.net/place/410	472	Nahr Ṣarṣar, one of the four main canals around Baghdad	8.2					
https://usaybia.net/place/411	472	al-Nahrawān, a town and system of canals on the lower Tigris River	8.27.4					
https://usaybia.net/place/412	472	Najaf, city in Iraq	8.29.1n					
https://usaybia.net/place/413	472	Naples	4.1.10.2n					
https://usaybia.net/place/414	472	Nasā, a town in Khorasan	11.13.2.11					
https://usaybia.net/place/415	472	"Naṣībīn (modern Nusaybin; ancient Nisibis or Nasibis), in south-eastern Analtolia, on the Syrian border"	"4.1.10.2n; 4.1.11.3n; 5.1.7; 5.1.16.1n; 8.1.2; 15.36.1"	Nisibis	Nusaybin			
https://usaybia.net/place/416	472	Nāṣirī Hospital (al-Bīmāristān al-Nāṣirī), in Cairo	"14.32.1n; 14.39.2n; 14.40.1n; 14.43.1; 14.47.2"		al-Bīmāristān al-Nāṣirī			
https://usaybia.net/place/417	472	Navas de Tolosa (al-ʿIqāb), city in today’s province of Jaén	13.71	al-ʿIqāb	al-ʿIqāb			
	472	Naysābūr `see` Nishapur				Nishapur		
https://usaybia.net/place/418	472	Nedroma (Nadrūmah), town near to the city of Tlemcen (Morocco)	13.81.1	Nadrūmah	Nadrūmah			
https://usaybia.net/place/419	473	Nighyā, settlement near al-Anbār	5.1.16.1					
https://usaybia.net/place/420	473	al-Nīl, town near al-Ḥillah in Iraq	10.56n					
https://usaybia.net/place/421	473	Nile, river (Baḥr al-Nīl)	"8.21.4; 10.38.4; 13.58.4.5(p); 14.15n; 14.22.3.1; 14.25.3.1; 14.31.6n; 14.54.6n; 14.54.8n; 15.40.3"					
https://usaybia.net/place/422	473	Nilometer (al-Miqyās)	14.31.6n		al-Miqyās			
https://usaybia.net/place/423	473	Nineveh (Nīnawah), Iraq	"2.1.4n; 11.13.7.9(p); 11.18n"		Nīnawah			
https://usaybia.net/place/424	473	Nisā or Nasā, a village near Nishapur	8.10.4					
https://usaybia.net/place/425	473	"Nishapur (Naysābūr, Nīsābūr; modern Nishapur), a city of north-eastern Khorasan province of Iran"	"7.7.2n; 7.9.2n; 11.5.12; 11.13.7.9(p); 11.19; 11.20; 14.36.2n"	Naysābūr	Naysābūr, Nīsābūr			
	473	Nisibis `see` Naṣībīn				Naṣībīn		
https://usaybia.net/place/426	473	al-Niẓāmiyyah Law College (al-Madrasah al-Niẓāmiyyah), in Baghdad	"10.64.2; 10.81.4; 14.22.5.1n; 15.40.2"	al-Madrasah al-Niẓāmiyyah	al-Madrasah al-Niẓāmiyyah			
	473	North Africa (excluding Egypt) `see` Maghrib	8.21.4			Maghrib		
https://usaybia.net/place/427	473	Nūrī Hospital, ‘the Great Hospital’ (al-Bīmāristān al-Nūrī, al-Bīmāristān al-Kabīr) founded by Nūr al-Dīn in Damascus in 543/1154	"15.9; 15.13; 15.23.4.2; 15.24; 15.30; 15.33; 15.34; 15.35; 15.36.1; 15.37.1; 15.38; 15.39; 15.42; 15.46.3; 15.50.1; 15.50.3; 15.50.5; 15.51.3; 15.51.6; 15.52.1; 15.53; 15.57.1; ＡＩ.2n"	the Great Hospital				
	473	"Old Cairo (Miṣr al-Qadīmah) `see` Fustat; `see also` Qaṣr al-Shamaʿ"			Miṣr al-Qadīmah	Fustat		
https://usaybia.net/place/428	473	Olynthus, ancient Greek city in Chalcidice	4.6.2.1					
https://usaybia.net/place/429	473	Osuna (Ushūnah), city in the province of Seville (Spain)	13.33n	Ushūnah	Ushūnah			
	473	Otrar `see` Fārāb				Fārāb		
https://usaybia.net/place/430	473	Oxus river	10.68.2.1n					
https://usaybia.net/place/431	473	Palermo, city in Sicily	4.6.3.3					
https://usaybia.net/place/432	473	Palestine (Filasṭīn)	"5.1.37 no. 115; 8.20.10; 8.20.11; 12.6"	Filasṭīn	Filasṭīn			
https://usaybia.net/place/433	473	Palmyra (Tadmur), ancient city of Syria	15.49.6.1n	Tadmur	Tadmur			
https://usaybia.net/place/434	473	Pechina (Bajjānah), city in today’s province of Almería (Spain)	13.71	Bajjānah	Bajjānah			
https://usaybia.net/place/435	473	Peloponnese, peninsula and region in southern Greece	2.1.1n					
https://usaybia.net/place/436	473	Pelusium, ancient city on the eastern fringe of the Nile delta	4.1.10.5n					
https://usaybia.net/place/437	473	Perfume Market (Sūq al-ʿIṭr), in Baghdad	10.64,7	Sūq al-ʿIṭr	Sūq al-ʿIṭr			
https://usaybia.net/place/438	473	"Pergamum (Pergamon, Farghāmus; modern Bergama), a Greek city in the Aeolis region of western Asia Minor"	"1.6; 5.1.15; 5.1.18.1; 5.1.25; 5.1.26; 5.1.37 no. 36n"	Farghāmus	Pergamon, Farghāmus			
https://usaybia.net/place/439	473	Persia (Fārs [specifically for southern Iran] `or` Bilād al-ʿAjam, a vague term for an area rather larger than modern Iran)	"1.1; 1.5; 2.1.3; 4.1.5; 4.1.9.2; 7.1.1; 7.5.6n; 8.3.4; 8.5.2; 8.20.6; 8.20.11n; 8.29.9; 10.37.3; 10.38.4; 10.64.1; 11.5.14; 11.10; 11.16; 11.17; 11.19.3; 11.19.5; 11.20; 11.21; 14.22.4.3n??; 14.32.4n; 15.30; 15.40"	Fārs	Fārs, Bilād al-ʿAjam			
https://usaybia.net/place/440	473	Petra, ancient city in southern Jordan	"1.5n; 4.1.11.3n"					
https://usaybia.net/place/441	473	Pharos, Raʾs al-Tīn quarter of Alexandria	6.1.3					
https://usaybia.net/place/442	473	Phrygia (Afrūjiyā) – an ancient and in part mythical kingdom in the west-central part of Asia Minor	1.1	Afrūjiyyā	Afrūjiyā			
https://usaybia.net/place/443	473	Pontus, ancient region on the southern coast of the Black Sea	"4.1.10.2n; 8.20.11n"					
https://usaybia.net/place/444	473	Port-Vendres (Haykal al-Zuharah), coastal town in the Eastern Pyrenees	13.4n		Haykal al-Zuharah			
	473	Portico Gate `see` Bāb al-Azaj				Bāb al-Azaj		
https://usaybia.net/place/445	473	Praesus, an ancient coastal town in eastern Crete	1.8n					
https://usaybia.net/place/446	473	Pytho, old name for Delphi	4.3.4.3					
https://usaybia.net/place/447	473	al-Qābūn, a stop on road from Damascus to Iraq, today a part of greater Damascus	15.18.1.2					
https://usaybia.net/place/448	473	al-Qādisiyyah, a town on the east bank of the Tigris, southeast of Samarra	"8.3.7n; 8.20.6; 8.29.2"					
	473	al-Qāhirah `see` Cairo				Cairo		
https://usaybia.net/place/449	473	al-Qalāʾīn, a place on the western side of Baghdad	8.25.7					
	473	Qalʿat Barqā `see` Castle of Barqā				Castle of Barqā		
	473	Qalʿat Jaʿbar `see` Jaʿbar				Jaʿbar		
https://usaybia.net/place/450	473	Qamrā (Qamrāʾ, Qamrāw), a village near Ṣarkhad in Syria	10.83.4		Qamrāʾ, Qamrāw			
https://usaybia.net/place/451	473	Qanādir, town in Iṣfahān	8.10.4n					
https://usaybia.net/place/452	473	Qānariz, town near Nishapur	8.10.4n					
	473	Qanjayrah `see` Canjáyar				Canjáyar		
https://usaybia.net/place/453	473	al-Qarāfah Cemetery, in Cairo	14.48.2					
https://usaybia.net/place/454	473	al-Qarash, a village in Syria	ＡＩ.1					
https://usaybia.net/place/455	473	Qarduwān, unidentified place	10.5.4					
	474	Qarmīsīn `see` Kirmānshāh				Kirmānshāh		
	474	Qarmūniyah `see` Carmona				Carmona		
	474	Qāsiyūn `see` Mount Qāsiyūn				Mount Qāsiyūn		
https://usaybia.net/place/456	474	Qaṣr Faraj, a quarter in the eastern side of Baghdad	8.5.2					
https://usaybia.net/place/457	474	Qaṣr Ibn Hubayrah, a town in Iraq, midway between Baghdad and Kufa	8.10.4					
https://usaybia.net/place/458	474	Qaṣr al-Shamaʿ (or al-Shamʿ), the Arabic name for the Graeco-Coptic township of Babylon (Bābilyūn), on the east bank of the Nile	"14.10n; 14.15; 14.25.3"	Bābilyūn	al-Shamʿ			
