ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
292	https://usaybia.net/place/292	469	Kanaan (Kanʿān)	Kanaan	Kanaan			11.13.7.9(p)		Kanʿān	Kanʿān									382	#N/A	region	
		469	Kanīsat Mār Thawādrus `see` Church of Saint Theodore	Kanīsat Mār Thawādrus	Kanīsat Mār Thawādrus							Church of Saint Theodore			Church of Saint Theodore					383	church	church	
293	https://usaybia.net/place/293	469	Karaj (al-Karaj, Karaj Abī Dulaf), a city in the Jibāl province of Persia	Karaj	Karaj	a city in the Jibāl province of Persia	a city in the Jibāl province of Persia	10.68.1.4n; 11.13.3.18. `See also` al-Īghārān		al-Karaj, Karaj Abī Dulaf	al-Karaj, Karaj Abī Dulaf									384	settlement	settlement	
294	https://usaybia.net/place/294	469	Karak (al-Karak), a fortress situated to the east of the Dead Sea	Karak	Karak	a fortress situated to the east of the Dead Sea	a fortress situated to the east of the Dead Sea	1.11; 14.50; 14.51.2; 14.52; 14.53; 15.21; 15.23.2.2; 15.42; 15.44; 15.45; 15.51.3; 15.60.1		al-Karak	al-Karak									385	fortification	fortification	
295	https://usaybia.net/place/295	469	Karkh (al-Karkh), a district of Baghdad	Karkh	Karkh	a district of Baghdad	a district of Baghdad	9.11; 9.42; 10.76.2		al-Karkh	al-Karkh									386	#N/A	quarter	
296	https://usaybia.net/place/296	469	Karkh Guddan, ancient city near the modern Iraq-Iran border	Karkh Guddan	Karkh Guddan	ancient city near the modern Iraq-Iran border	ancient city near the modern Iraq-Iran border	9.42n												387	settlement	settlement	
297	https://usaybia.net/place/297	469	Kārūn (or Dujayl, the ‘small Tigris’), river in Khuzestan	Kārūn	Kārūn	river in Khuzestan	river in Khuzestan	14.22.4.3n		Dujayl, the ‘small Tigris’	Dujayl, the ‘small Tigris’									388	river	river	
298	https://usaybia.net/place/298	469	Kashkar (or Kaskar), an ancient town on the west bank of the Tigris, opposite Wāsiṭ	Kashkar	Kashkar	an ancient town on the west bank of the Tigris, opposite Wāsiṭ	an ancient town on the west bank of the Tigris, opposite Wāsiṭ	8.8.6n; 8.10.1; 8.13.3n		Kaskar	Kaskar									389	settlement	settlement	
		469	Kath `see` Bīrūn	Kath	Kath							Bīrūn			Bīrūn					390	#N/A	#N/A	
299	https://usaybia.net/place/299	469	Khabūshān, town near Nishapur	Khabūshān	Khabūshān	town near Nishapur	town near Nishapur	14.36.2n												391	settlement	settlement	
300	https://usaybia.net/place/300	469	al-Khandaq (lit. ‘the moat’, ‘the trench’), a village near New Cairo (al-Qāhirah)	al-Khandaq	al-Khandaq	a village near New Cairo (al-Qāhirah)	a village near New Cairo (al-Qāhirah)	14.22.3.1		lit. ‘the moat’, ‘the trench’	‘the moat’, ‘the trench’									392	settlement	settlement	
301	https://usaybia.net/place/301	469	Khānqāh al-Sumaysāṭī, in Damascus	Khānqāh al-Sumaysāṭī	Khānqāh al-Sumaysāṭī	in Damascus	in Damascus	14.36.2												393	#N/A	quarter	
302	https://usaybia.net/place/302	469	al-Kharibah (lit. ‘the site of ruins’), an unidentified Egyptian locality	al-Kharibah	al-Kharibah	an unidentified Egyptian locality	an unidentified Egyptian locality	14.54.3		lit. ‘the site of ruins’	‘the site of ruins’									394	#N/A	unknown	
303	https://usaybia.net/place/303	469	Kharmaythan, a district of Bukhara	Kharmaythan	Kharmaythan	a district of Bukhara	a district of Bukhara	11.13.2.1												395	#N/A	quarter	
304	https://usaybia.net/place/304	469	Kharpūt (or Harpūt, Kharberd, Kharpert; Arabic Khartabirt), a town north of the city of Diyarbakir, the modern the town of Elāzij in eastern Turkey	Kharpūt	Kharpūt	a town north of the city of Diyarbakir, the modern the town of Elāzij in eastern Turkey	a town north of the city of Diyarbakir, the modern the town of Elāzij in eastern Turkey	15.18 no. 2; 15.18n	Harpūt	Harpūt, Kharberd, Kharpert	Harpūt, Kharberd, Kharpert, Khartabirt									396	settlement	settlement	
305	https://usaybia.net/place/305	469	al-Khaṭṭ, place in eastern Arabia famous for its lances	al-Khaṭṭ	al-Khaṭṭ	place in eastern Arabia famous for its lances	place in eastern Arabia famous for its lances	10.68.2.2(p); 13.58.4.4(p); 15.8.5(p)												397	#N/A	unknown	
306	https://usaybia.net/place/306	469	Khātūn Mosque (Masjid Khātūn), in Damascus	Khātūn Mosque	Khātūn Mosque	in Damascus	in Damascus	15.33		Masjid Khātūn	Masjid Khātūn									398	mosque	mosque	
307	https://usaybia.net/place/307	469	al-Khawarnaq, legendary Sasanian palace in southern Iraq	al-Khawarnaq	al-Khawarnaq	legendary Sasanian palace in southern Iraq	legendary Sasanian palace in southern Iraq	15.54(p)												399	building	building	
308	https://usaybia.net/place/308	469	Khaybar, oasis c. 95 miles north of Medina	Khaybar	Khaybar	oasis c. 95 miles north of Medina	oasis c. 95 miles north of Medina	10.68.2.1(p); 10.69.3.12(p)												400	#N/A	region	
309	https://usaybia.net/place/309	469	al-Khayf, name of several places in the Hijaz, including one at Minā near Mecca	al-Khayf	al-Khayf	name of several places in the Hijaz, including one at Minā near Mecca	name of several places in the Hijaz, including one at Minā near Mecca	7.1.6n; 10.81.5(p)												401	#N/A	composite	y
310	https://usaybia.net/place/310	469	Khāzir or Khāzar, river between Irbil and Mosul	Khāzir	Khāzir	river between Irbil and Mosul	river between Irbil and Mosul	11.13.7.9(n)												402	river	river	
311	https://usaybia.net/place/311	469	Khilāṭ (modern Ahlat), a town on the west bank of Lake Van in Asia Minor	Khilāṭ	Khilāṭ	a town on the west bank of Lake Van in Asia Minor	a town on the west bank of Lake Van in Asia Minor	10.81.2; 11.13.7.9(p); 15.46.3	Ahlat	Ahlat	Ahlat									403	settlement	settlement	
		469	Khiva `see` Khwārazm	Khiva	Khiva							Khwārazm			Khwārazm					404	#N/A	#N/A	
312	https://usaybia.net/place/312	470	Khorasan, the eastern part of Persia, including parts of what are today Central Asia and Afghanistan	Khorasan	Khorasan	the eastern part of Persia, including parts of what are today Central Asia and Afghanistan	the eastern part of Persia, including parts of what are today Central Asia and Afghanistan	7.7.2n; 8.3.7; 8.3.17; 8.10.2n; 8.10.4n; 8.11n; 8.18.2; 8.19.3n; 8.20.11n; 8.27.4n; 8.29.2n; 9.7n; 9.40n; 10.4.2; 10.9.1; 11.5.9; 11.5.12; 11.5.14; 11.5.25 nos. 35n, 90; 11.12; 11.13.2.11; 11.13.3.13; 11.13.7.9(p); 15.1.1; 15.29; 15.40.2	Khurasan											405	#N/A	region	
313	https://usaybia.net/place/313	470	Khujanda, city in Transoxiana	Khujanda	Khujanda	city in Transoxiana	city in Transoxiana	8.11n												406	settlement	settlement	
314	https://usaybia.net/place/314	470	Khūnaj, town near Zanjān in Azerbaijan	Khūnaj	Khūnaj	town near Zanjān in Azerbaijan	town near Zanjān in Azerbaijan	14.48.n												407	settlement	settlement	
		470	Khurasan, Khurāsān `see` Khorasan	Khurasan	Khurasan							Khorasan			Khorasan					408	#N/A	#N/A	
315	https://usaybia.net/place/315	470	Khusrawshāh (modern Khosrow Shahr), a small settlement west of Tabrīz in Persia	Khusrawshāh	Khusrawshāh	a small settlement west of Tabrīz in Persia	a small settlement west of Tabrīz in Persia	15.21		Khosrow Shahr	Khosrow Shahr									409	settlement	settlement	
316	https://usaybia.net/place/316	470	Khuwayy, a town in Azerbaijan	Khuwayy	Khuwayy	a town in Azerbaijan	a town in Azerbaijan	15.19												410	settlement	settlement	
317	https://usaybia.net/place/317	470	Khuzestan (Khūzistān), a province in the southwest of Iran, between the Zagros mountains and the Persian Gulf	Khuzestan	Khuzestan	a province in the southwest of Iran, between the Zagros mountains and the Persian Gulf	a province in the southwest of Iran, between the Zagros mountains and the Persian Gulf	8.3.10n; 8.20.11n; 8.26.9; 9.26; 9.37; 10.68.2.1n; 14.22.4.3n; 14.22.5.1 no. 8n		Khūzistān	Khūzistān									411	province	province	
318	https://usaybia.net/place/318	470	Khwārazm (Khuwārizm, Khwārizm, Khorezm, Chorasmia), a city in the Xorazm province of present-day Uzbekistan; modern name Khiva	Khwārazm	Khwārazm	a city in the Xorazm province of present-day Uzbekistan; modern name Khiva	a city in the Xorazm province of present-day Uzbekistan; modern name Khiva	11.13.3.14; 11.13.7.9(p); 11.15; 11.19.6.1	Chorasmia, Khiva	Khuwārizm, Khwārizm, Khorezm, Chorasmia	Khuwārizm, Khwārizm, Khorezm, Chorasmia									412	settlement	settlement	
319	https://usaybia.net/place/319	470	Kirmān, a province of Persia, lying south of Khorasan	Kirmān	Kirmān	a province of Persia, lying south of Khorasan	a province of Persia, lying south of Khorasan	8.5.2; 8.20.5n; 10.38.4; 10.64.17.2(p)												413	province	province	
320	https://usaybia.net/place/320	470	Kirmānshāh (Qarmīsīn)	Kirmānshāh	Kirmānshāh			11.13.3.4	Qarmīsīn	Qarmīsīn	Qarmīsīn									414	#N/A	settlement	
321	https://usaybia.net/place/321	470	Knidos (or Cnidos) – island/peninsula in Mediterranean	Knidos	Knidos			1.1; 4.1.1; 3.1.n	Cnidos	Cnidos	Cnidos									415	island	island	
322	https://usaybia.net/place/322	470	Kos (or Cos)– Greek island state of the Dodecanese	Kos	Kos			1.1; 1.6; 2.1.5; 3.5n; 3.6n; 4.1.1; 4.1.2; 4.1.10.1n	Cos	Cos	Cos									416	island	island	
323	https://usaybia.net/place/323	470	Kufa (al-Kūfah), town in Iraq, near present-day Najaf	Kufa	Kufa	town in Iraq, near present-day Najaf	town in Iraq, near present-day Najaf	8.3.7n; 8.3.14n; 8.8.3n; 8.10.4n; 8.18.1; 8.18.2; 8.20.6n; 8.26.13; 8.29.2; 10.1.2		al-Kūfah	al-Kūfah									417	settlement	settlement	
324	https://usaybia.net/place/324	470	al-Kūlam, a town in India, now the port of Quilon in Kerala	al-Kūlam	al-Kūlam	a town in India, now the port of Quilon in Kerala	a town in India, now the port of Quilon in Kerala	14.47.1												418	settlement	settlement	
325		470	Kurkānj `see` Gurgānj	Kurkānj	Kurkānj							Gurgānj			Gurgānj					419	#N/A	#N/A	
325	https://usaybia.net/place/325	470	Kūthā, place of a monastery near Baghdad	Kūthā	Kūthā	place of a monastery near Baghdad	place of a monastery near Baghdad	10.51.6n												419	monastery	settlement	
		470	al-Labbādīn `see` Feltmakers’ Market	al-Labbādīn	al-Labbādīn							Feltmakers’ Market			Feltmakers’ Market					420	designated-space	designated-space	
		470	al-Lādhiqiyyah `see` Latakiyah	al-Lādhiqiyyah	al-Lādhiqiyyah							Latakiyah			Latakiyah					421	#N/A	#N/A	
326	https://usaybia.net/place/326	470	Laʿlaʿ, a place of uncertain location	Laʿlaʿ	Laʿlaʿ	a place of uncertain location	a place of uncertain location	15.51.10.2(p)												422	#N/A	unknown	
327	https://usaybia.net/place/327	470	Laribus or Lorbeus (al-Arīs), city in Libya	Laribus	Laribus	city in Libya	city in Libya	13.2.2.1		al-Arīs	al-Arīs, Lorbeus									423	settlement	settlement	
328	https://usaybia.net/place/328	470	Latakiyah (al-Lādhiqiyyah), the principal port of in Syria	Latakiyah	Latakiyah	the principal port of in Syria	the principal port of in Syria	15.15; 15.18n	al-Lādhiqiyyah	al-Lādhiqiyyah	al-Lādhiqiyyah									424	settlement	settlement	
329	https://usaybia.net/place/329	470	Lemnos, Aegean island	Lemnos	Lemnos	Aegean island	Aegean island	4.3.4.1; 5.1.21.1n												425	island	island	
330	https://usaybia.net/place/330	470	Libn, a place said to be in China (error for Yemen?)	Libn	Libn	a place said to be in China (error for Yemen?)	a place said to be in China (error for Yemen?)	8.3.16n												426	#N/A	unknown	
331	https://usaybia.net/place/331	470	Libya	Libya	Libya			4.3.2												427	#N/A	composite	
332	https://usaybia.net/place/332	470	al-Liwā, desert location in Arabia	al-Liwā	al-Liwā	desert location in Arabia	desert location in Arabia	15.43.3(p)												428	#N/A	unknown	
333	https://usaybia.net/place/333	470	Locris, region in ancient Greece	Locris	Locris	region in ancient Greece	region in ancient Greece	4.3.4.3; 4.5.2n												429	region	region	
334	https://usaybia.net/place/334	470	Lower Mesopotamia, southern Iraq	Lower Mesopotamia	Lower Mesopotamia	southern Iraq	southern Iraq	1.1n												430	#N/A	region	
335	https://usaybia.net/place/335	470	Lucena (al-Yussānah), city in today’s province of Cordoba (Spain)	Lucena	Lucena	city in today’s province of Cordoba (Spain)	city in today’s province of Cordoba (Spain)	13.66.3	al-Yussānah	al-Yussānah	al-Yussānah									431	settlement	settlement	
336	https://usaybia.net/place/336	470	al-Maʿarrah (or Maʿarrat al-Nuʿmān), a city in northwestern Syria	al-Maʿarrah	al-Maʿarrah	a city in northwestern Syria	a city in northwestern Syria	15.12; 15.55		Maʿarrat al-Nuʿmān	Maʿarrat al-Nuʿmān									432	settlement	settlement	
337	https://usaybia.net/place/337	470	Macedon (Macedonia), ancient kingdom on the periphery of Greece	Macedon	Macedon	ancient kingdom on the periphery of Greece	ancient kingdom on the periphery of Greece	4.1.10.2n; 4.6.2.1		Macedonia	Macedonia									433	#N/A	state	
338	https://usaybia.net/place/338	470	al-Madāʾin, an ancient town (Ctesiphon) 20 miles southwest of Baghdad	al-Madāʾin	al-Madāʾin	an ancient town (Ctesiphon) 20 miles southwest of Baghdad	an ancient town (Ctesiphon) 20 miles southwest of Baghdad	7.1.2n; 8.3.20; 8.20.6n; 8.26.8; 10.80	Ctesiphon											434	settlement	settlement	
		470	al-Madīnah `see` Medina	al-Madīnah	al-Madīnah							Medina			Medina					435	#N/A	#N/A	
		470	Madīnat al-Salām `see` Baghdad	Madīnat al-Salām	Madīnat al-Salām							Baghdad			Baghdad					436	#N/A	#N/A	
339	https://usaybia.net/place/339	470	Madīnat al-Zahrāʾ, caliphal city on the outskirts of Cordova	Madīnat al-Zahrāʾ	Madīnat al-Zahrāʾ	caliphal city on the outskirts of Cordova	caliphal city on the outskirts of Cordova	13.19.1; 13.19.2.1	al-Zahrāʾ											437	settlement	settlement	
		470	al-Madrasah al-ʿĀdiliyyah `see` al-ʿĀdiliyyah Law College	al-Madrasah al-ʿĀdiliyyah	al-Madrasah al-ʿĀdiliyyah							al-ʿĀdiliyyah Law College			al-ʿĀdiliyyah Law College					438	madrasa	madrasa	
		470	al-Madrasah al-Amīniyyah `see` al-Amīniyyah Law College	al-Madrasah al-Amīniyyah	al-Madrasah al-Amīniyyah							al-Amīniyyah Law College			al-Amīniyyah Law College					439	madrasa	madrasa	
		470	al-Madrasah al-ʿAzīziyyah `see` al-ʿAzīziyyah Law College	al-Madrasah al-ʿAzīziyyah	al-Madrasah al-ʿAzīziyyah							al-ʿAzīziyyah Law College			al-ʿAzīziyyah Law College					440	madrasa	madrasa	
		470	al-Madrasah al-Dakhwāriyyah `see` al-Dakhwāriyyah College	al-Madrasah al-Dakhwāriyyah	al-Madrasah al-Dakhwāriyyah							al-Dakhwāriyyah College			al-Dakhwāriyyah College					441	madrasa	madrasa	
		470	al-Madrasah al-Ḥallāwiyyah `see` al-Ḥallāwiyyah Law College	al-Madrasah al-Ḥallāwiyyah	al-Madrasah al-Ḥallāwiyyah							al-Ḥallāwiyyah Law College			al-Ḥallāwiyyah Law College					442	madrasa	madrasa	
		470	al-Madrasah al-Ḥanbaliyyah `see` al-Ḥanbaliyyah Law College	al-Madrasah al-Ḥanbaliyyah	al-Madrasah al-Ḥanbaliyyah							al-Ḥanbaliyyah Law College			al-Ḥanbaliyyah Law College					443	madrasa	madrasa	
		470	al-Madrasah al-Niẓāmiyyah `see` al-Niẓāmiyyah Law College	al-Madrasah al-Niẓāmiyyah	al-Madrasah al-Niẓāmiyyah							al-Niẓāmiyyah Law College			al-Niẓāmiyyah Law College					444	madrasa	madrasa	
		470	al-Madrasah al-Qilījiyyah `see` al-Qilījiyyah Law College	al-Madrasah al-Qilījiyyah	al-Madrasah al-Qilījiyyah							al-Qilījiyyah Law College			al-Qilījiyyah Law College					445	madrasa	madrasa	
340	https://usaybia.net/place/340	470	Madrasat Ibn Muhājir (Law College of Ibn Muhājir), in Mosul	Madrasat Ibn Muhājir	Madrasat Ibn Muhājir	in Mosul	in Mosul	15.40.3		Law College of Ibn Muhājir	Law College of Ibn Muhājir									446	madrasa	madrasa	
341	https://usaybia.net/place/341	470	Madrid (Majrīṭ)	Madrid	Madrid			13.5n		Majrīṭ	Majrīṭ									447	#N/A	settlement	
342	https://usaybia.net/place/342	470	Maghārat Afqah (the Cave of Afqah), village and cave between the villages of Baalbek and Byblos, northeast of modern-day Beirut	Maghārat Afqah	Maghārat Afqah	village and cave between the villages of Baalbek and Byblos, northeast of modern-day Beirut	village and cave between the villages of Baalbek and Byblos, northeast of modern-day Beirut	15.20	Afqah, Cave of Afqah	the Cave of Afqah	the Cave of Afqah									448	settlement	settlement	
343	https://usaybia.net/place/343	471	Maghrib (al-Maghrib, ‘the West’), North Africa excluding Egypt	Maghrib	Maghrib	North Africa excluding Egypt	North Africa excluding Egypt	10.38.4; 11.20; 11.21; 13.1.2, 13.2.2.1; 13.61.4 no. 9; 14.14.3; 14.27.1; 14.39.2; 14.58.1; 15.41; 15.50.6; 15.53	North Africa	al-Maghrib, ‘the West’	al-Maghrib, ‘the West’									449	#N/A	region	
344	https://usaybia.net/place/344	471	Magnesia, ancient Greek city	Magnesia	Magnesia	ancient Greek city	ancient Greek city	4.3.4.1												450	settlement	settlement	
345	https://usaybia.net/place/345	471	al-Maḥallah, a provincial town in Egypt, probably al-Maḥallah al-Kubrā	al-Maḥallah	al-Maḥallah	a provincial town in Egypt, probably al-Maḥallah al-Kubrā	a provincial town in Egypt, probably al-Maḥallah al-Kubrā	14.42.1												451	settlement	settlement	
346	https://usaybia.net/place/346	471	al-Maḥallah al-Kubrā, town in the Delta, Egypt	al-Maḥallah al-Kubrā	al-Maḥallah al-Kubrā	town in the Delta, Egypt	town in the Delta, Egypt	14.42.2n												452	settlement	settlement	
347	https://usaybia.net/place/347	471	Mahdia (al-Mahdiyyah), city in the coast of Tunisia	Mahdia	Mahdia	city in the coast of Tunisia	city in the coast of Tunisia	13.58.4.1; 13.58.4.2; 13.64.2.1		al-Mahdiyyah	al-Mahdiyyah									453	settlement	settlement	
		471	Makkah `see` Mecca	Makkah	Makkah							Mecca			Mecca					454	#N/A	#N/A	
348	https://usaybia.net/place/348	471	Makrān (or Mukrān), the coastal region of southern Baluchistan that today is the political boundary between Pakistan and Iran	Makrān	Makrān	the coastal region of southern Baluchistan that today is the political boundary between Pakistan and Iran	the coastal region of southern Baluchistan that today is the political boundary between Pakistan and Iran	14.25.9 no. 42	Mukrān	Mukrān	Mukrān									455	region	region	
349	https://usaybia.net/place/349	471	Málaga (Mālaqah), city in al-Andalus	Málaga	Málaga	city in al-Andalus	city in al-Andalus	14.25.4		Mālaqah	Mālaqah									456	settlement	settlement	
350	https://usaybia.net/place/350	471	Malatya (Malaṭyah), a city in the eastern Anatolia region of Turkey	Malatya	Malatya	a city in the eastern Anatolia region of Turkey	a city in the eastern Anatolia region of Turkey	15.40.6		Malaṭyah	Malaṭyah									457	settlement	settlement	
351	https://usaybia.net/place/351	471	Malāzkird (or Mantzikert; modern Malazgirt), a town a little north of Khilāṭ in Asia Minor	Malāzkird	Malāzkird	a town a little north of Khilāṭ in Asia Minor	a town a little north of Khilāṭ in Asia Minor	15.46.3	Mantzikert	Mantzikert	Mantzikert									458	settlement	settlement	
352	https://usaybia.net/place/352	471	Manbij, city northeast of Aleppo	Manbij	Manbij	city northeast of Aleppo	city northeast of Aleppo	14.49.2n												459	settlement	settlement	
353	https://usaybia.net/place/353	471	al-Manṣūr, name of the camp of Saladin on the outskirts of Acre	al-Manṣūr	al-Manṣūr	name of the camp of Saladin on the outskirts of Acre	name of the camp of Saladin on the outskirts of Acre	15.11.2												460	#N/A	designated-space	
354	https://usaybia.net/place/354	471	Manṣūrī Hospital (Bīmāristān al-Manṣūrī), established in Cairo in 683/1285	Manṣūrī Hospital	Manṣūrī Hospital	established in Cairo in 683/1285	established in Cairo in 683/1285	ＡＩ.2; ＡＩ.3		Bīmāristān al-Manṣūrī	Bīmāristān al-Manṣūrī									461	hospital	hospital	
		471	Mantzikert `see` Malāzkird	Mantzikert	Mantzikert							Malāzkird			Malāzkird					462	#N/A	#N/A	
355	https://usaybia.net/place/355	471	Maqābir al-shuyūkh (‘Cemetery of the Venerable Men’), in Marrakesh	Maqābir al-shuyūkh	Maqābir al-shuyūkh	in Marrakesh	in Marrakesh	13.63.3		‘Cemetery of the Venerable Men’	‘Cemetery of the Venerable Men’									463	cemetery	cemetery	
356	https://usaybia.net/place/356	471	Maʿqil Canal (Nahr Maʿqil), in Basra	Maʿqil Canal	Maʿqil Canal	in Basra	in Basra	15.8.8(p)	Nahr Maʿqil	Nahr Maʿqil	Nahr Maʿqil									464	canal	canal	
357	https://usaybia.net/place/357	471	Mar Saba, monastery in Palestine	Mar Saba	Mar Saba	monastery in Palestine	monastery in Palestine	9.23n												465	monastery	monastery	
358	https://usaybia.net/place/358	471	Maragheh (Marāghah), a city on the river Sufi Chay in the Azerbaijan province of Iran, famous for an early observatory	Maragheh	Maragheh	a city on the river Sufi Chay in the Azerbaijan province of Iran, famous for an early observatory	a city on the river Sufi Chay in the Azerbaijan province of Iran, famous for an early observatory	11.19.1; 11.21; 15.60.1n		Marāghah	Marāghah									466	settlement	settlement	
359	https://usaybia.net/place/359	471	Marand, a city in the modern-day east Azerbaijan Province, Iran	Marand	Marand	a city in the modern-day east Azerbaijan Province, Iran	a city in the modern-day east Azerbaijan Province, Iran	11.19.2												467	settlement	settlement	
360	https://usaybia.net/place/360	471	al-Marāwizah, a quarter in Baghdad contiguous with al-Ḥarbiyyah where the people of Marv used to dwell	al-Marāwizah	al-Marāwizah	a quarter in Baghdad contiguous with al-Ḥarbiyyah where the people of Marv used to dwell	a quarter in Baghdad contiguous with al-Ḥarbiyyah where the people of Marv used to dwell	10.20n												468	quarter	quarter	
		471	Mardē `see` Māridīn	Mardē	Mardē							Māridīn			Māridīn					469	#N/A	#N/A	
361	https://usaybia.net/place/361	471	Māridīn (Mārdīn), city of northern Mesopotamia	Māridīn	Māridīn	city of northern Mesopotamia	city of northern Mesopotamia	5.1.16.1n; 15.17n; 15.58; 10.75.1; 10.75.2; 10.81.2; 15.58.5	Mardē	Mārdīn	Mārdīn									470	settlement	settlement	
		471	al-Mariyyah `see` Almeria	al-Mariyyah	al-Mariyyah							Almeria			Almeria					471	#N/A	#N/A	
362	https://usaybia.net/place/362	471	Marj al-Ṣuffar, a large plain south of Damascus, Syria	Marj al-Ṣuffar	Marj al-Ṣuffar	a large plain south of Damascus, Syria	a large plain south of Damascus, Syria	15.40.4; 15.50.3												472	natural-feature	natural-feature	
363	https://usaybia.net/place/363	471	Marrakesh (Marrākush), city in Morocco	Marrakesh	Marrakesh	city in Morocco	city in Morocco	13.61.4 no. 9; 13.63.3; 13.64.2.1; 13.66.3n; 13.66.5; 13.68.3; 13.70; 13.71; 13.72; 13.73; 13.78; 13.87		Marrākush	Marrākush									473	settlement	settlement	
		471	Marw `see` Merv	Marw	Marw							Merv			Merv					474	#N/A	#N/A	
		471	Mary `see` Merv	Mary	Mary							Merv			Merv					475	#N/A	#N/A	
364	https://usaybia.net/place/364	471	Mashhad, a city in Iran	Mashhad	Mashhad	a city in Iran	a city in Iran	8.10.4n; 8.29.2n												476	settlement	settlement	
365	https://usaybia.net/place/365	471	al-Maṣīr, a district within the city of Samarra	al-Maṣīr	al-Maṣīr	a district within the city of Samarra	a district within the city of Samarra	8.20.5												477	settlement	settlement	
366	https://usaybia.net/place/366	471	Maṣīṣ (perhaps Mases in the Argolid)	Maṣīṣ	Maṣīṣ			4.1.11.2		perhaps Mases in the Argolid	Mases in the Argolid?									478	#N/A	unknown	
		471	Maṣṣīṣā `see` Mopsuestia	Maṣṣīṣā	Maṣṣīṣā							Mopsuestia			Mopsuestia					479	#N/A	#N/A	
		471	Mā warāʾ al-Nahr `see` Transoxiana	Mā warāʾ al-Nahr	Mā warāʾ al-Nahr							Transoxiana			Transoxiana					480	#N/A	#N/A	
		471	al-Mawṣil `see` Mosul	al-Mawṣil	al-Mawṣil							Mosul			Mosul					481	#N/A	#N/A	
367	https://usaybia.net/place/367	471	al-Maydān Gate (Bāb al-Maydān), in Mosul	al-Maydān Gate	al-Maydān Gate	in Mosul	in Mosul	10.81.4	Bāb al-Maydān	Bāb al-Maydān	Bāb al-Maydān									482	building	building	
368	https://usaybia.net/place/368	471	Mayyāfāriqīn (Martyropolis; modern Silvan), settlement east of the city of Diyarbakir in eastern Anatolia (now in Turkey)	Mayyāfāriqīn	Mayyāfāriqīn	settlement east of the city of Diyarbakir in eastern Anatolia (now in Turkey)	settlement east of the city of Diyarbakir in eastern Anatolia (now in Turkey)	8.5.4; 8.5.5; 8.6; 10.13.3; 10.41; 10.54.1; 10.54.2; 15.17n; 15.18.1.4; 15.19; 15.46.3; 15.46.3.9(p); 15.46.4 no. 3	Silvan	Martyropolis	Martyropolis									483	settlement	settlement	
369	https://usaybia.net/place/369	471	Mazdākhān or al-Mazdaqān, a village near al-Rayy	Mazdākhān	Mazdākhān	a village near al-Rayy	a village near al-Rayy	11.19.6.1												484	settlement	settlement	
370	https://usaybia.net/place/370	471	Mecca (Makkah)	Mecca	Mecca			7.1.1; 7.1.6n; 7.2.1; 7.2.3n; 7.5.3; 7.5.4; 7.6; 8.3.8; 8.4.11n; 8.8.3n; 8.9; 10.62.3(p); 10.64.19.8n; 15.24; 15.40.4; 15.51.5; 15.51n	Makkah	Makkah	Makkah									485	#N/A	settlement	
		471	Media `see` al-Jibāl	Media	Media							al-Jibāl			al-Jibāl					486	#N/A	#N/A	
371	https://usaybia.net/place/371	471	Medina (al-Madīnah)	Medina	Medina			7.2.1n; 7.2.3n; 7.4n; 7.5.3n; 7.5.5n; 8.4.11n; 8.18.1n; 8.18.2n; 11.16 no. 1.38; 15.46n	al-Madīnah	al-Madīnah	al-Madīnah									487	#N/A	settlement	
		471	Medina Sidonia `see` Sidonia	Medina Sidonia	Medina Sidonia							Sidonia			Sidonia					488	#N/A	#N/A	
372	https://usaybia.net/place/372	471	Mediterranean Sea	Mediterranean Sea	Mediterranean Sea			5.1. 21.1 (‘Green Sea’); 8.21.4 (‘Roman Sea’); 8.21.4; 13.3.2.1; 13.4n; 14.3n	Green Sea, Roman Sea											489	open-water	open-water	
373	https://usaybia.net/place/373	471	Memphis, city in ancient Egypt	Memphis	Memphis	city in ancient Egypt	city in ancient Egypt	2.1.3; 4.3.4.2												490	settlement	settlement	
374	https://usaybia.net/place/374	471	Mendes, ancient city in the Nile delta	Mendes	Mendes	ancient city in the Nile delta	ancient city in the Nile delta	4.5.1n; 4.5.4n												491	settlement	settlement	
375	https://usaybia.net/place/375	471	Merv (or Merw, Marw), a medieval city in present-day Turkmenistan, now called Mary	Merv	Merv	a medieval city in present-day Turkmenistan, now called Mary	a medieval city in present-day Turkmenistan, now called Mary	8.10.4; 10.20n; 15.1.2; 15.1.3; 15.13n	Marw, Mary	Merw, Marw	Merw, Marw									492	settlement	settlement	
376	https://usaybia.net/place/376	471	Mesopotamia	Mesopotamia	Mesopotamia			1.5n										al-Jazīrah	https://usaybia.net/place/278	493	#N/A	region	
377	https://usaybia.net/place/377	472	Metapontum, ancient Greek city in southern Italy	Metapontum	Metapontum	ancient Greek city in southern Italy	ancient Greek city in southern Italy	4.3.4.3												494	settlement	settlement	
378	https://usaybia.net/place/378	472	Methone, ancient city in Thrace	Methone	Methone	ancient city in Thrace	ancient city in Thrace	4.6.2.1												495	settlement	settlement	
