source	target	book	part	pg	ch-num	ch-title
الدولة الطغرلية	محمد بن القاسم الجعدوي أبو زيد	 DQ 	 1 	 635 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الدولة الطغرلية	مسعود بن محمود (الغزنوي) 	 DQ 	 1 	 635 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	محمد بن القاسم الجعدوي أبو زيد	 DQ 	 1 	 635 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	مسعود بن محمود (الغزنوي) 	 DQ 	 1 	 635 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
محمد بن القاسم الجعدوي أبو زيد	مسعود بن محمود (الغزنوي) 	 DQ 	 1 	 635 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أنو شروان بن منوجهر	طغرلبك	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أنو شروان بن منوجهر	علي بن محمد بن معروف القصري أبو الحسن	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أنو شروان بن منوجهر	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	علي بن محمد بن معروف القصري أبو الحسن	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
علي بن محمد بن معروف القصري أبو الحسن	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 646 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	الفرس	 DQ 	 1 	 660 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طغرلبك	الموفق بن أحمد بن هبة الله الحسين أبو المقدم	 DQ 	 1 	 660 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الفرس	الموفق بن أحمد بن هبة الله الحسين أبو المقدم	 DQ 	 1 	 660 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
السلاجقة	طغرلبك	 DQ 	 2 	 796 	6	?
السلاجقة	ياقوت الحموي	 DQ 	 2 	 796 	6	?
طغرلبك	ياقوت الحموي	 DQ 	 2 	 796 	6	?
الاتراك	طغرلبك	 DQ 	 2 	 803 	6	?
الاتراك	العجم	 DQ 	 2 	 803 	6	?
الاتراك	 العرب	 DQ 	 2 	 803 	6	?
طغرلبك	العجم	 DQ 	 2 	 803 	6	?
طغرلبك	 العرب	 DQ 	 2 	 803 	6	?
العجم	 العرب	 DQ 	 2 	 803 	6	?
أبو بكر القهستاني	بكر بن المستعين أبو القاسم	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	الحسين بن علي بن ميكائيل أبو عبد الله	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	الحسين بن علي بن ميكائيل أبو عبد الله	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
طغرلبك	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
طغرلبك	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
عبد الحميد الكاتب	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
الدولة الطغرلية	طغرلبك	 DQ 	 2 	 1150 	10	اسفراين
الدولة الطغرلية	محمد بن علي العقيلي أبو المعالي السلار	 DQ 	 2 	 1150 	10	اسفراين
طغرلبك	محمد بن علي العقيلي أبو المعالي السلار	 DQ 	 2 	 1150 	10	اسفراين
طغرلبك	علي بن عبد الله أبو القاسم الميكالي	 DQ 	 2 	 1169 	10	اسفراين
طغرلبك	علي بن هلال أبو الحسن	 DQ 	 2 	 1169 	10	اسفراين
طغرلبك	محمد بن علي بن الحسين (ابن مقلة) 	 DQ 	 2 	 1169 	10	اسفراين
علي بن عبد الله أبو القاسم الميكالي	علي بن هلال أبو الحسن	 DQ 	 2 	 1169 	10	اسفراين
علي بن عبد الله أبو القاسم الميكالي	محمد بن علي بن الحسين (ابن مقلة) 	 DQ 	 2 	 1169 	10	اسفراين
علي بن هلال أبو الحسن	محمد بن علي بن الحسين (ابن مقلة) 	 DQ 	 2 	 1169 	10	اسفراين
ابن سيده	أبو تمام	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن سيده	طىء	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	طىء	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الشافعية	طىء	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الشافعية	 عبد الملك بن عبد الله الجويني أبو المعالي	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الشافعية	 محمد بن هبة الله الموفق أبو سهل	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
طىء	 عبد الملك بن عبد الله الجويني أبو المعالي	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
طىء	 محمد بن هبة الله الموفق أبو سهل	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
 عبد الملك بن عبد الله الجويني أبو المعالي	 محمد بن هبة الله الموفق أبو سهل	 DQ 	 1 	 532 	4	شعراء الري والجبال واصفهان وفارس وكرمان
بنو عجل	طىء	 DQ 	 2 	 1209 	10	اسفراين
بنو عجل	الكوفيون	 DQ 	 2 	 1209 	10	اسفراين
بنو عجل	محمد بن ابراهيم الباخرزي أبو منصور	 DQ 	 2 	 1209 	10	اسفراين
بنو عجل	يحيى بن عمرو	 DQ 	 2 	 1209 	10	اسفراين
طىء	الكوفيون	 DQ 	 2 	 1209 	10	اسفراين
طىء	محمد بن ابراهيم الباخرزي أبو منصور	 DQ 	 2 	 1209 	10	اسفراين
طىء	يحيى بن عمرو	 DQ 	 2 	 1209 	10	اسفراين
الكوفيون	محمد بن ابراهيم الباخرزي أبو منصور	 DQ 	 2 	 1209 	10	اسفراين
الكوفيون	يحيى بن عمرو	 DQ 	 2 	 1209 	10	اسفراين
محمد بن ابراهيم الباخرزي أبو منصور	يحيى بن عمرو	 DQ 	 2 	 1209 	10	اسفراين
أبو الحسن البلخي	ظفر بن اسماعيل الفارسي أبو جعفر	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو الحسن البلخي	محمد بن علي أبو الفرج الغندجاني	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ظفر بن اسماعيل الفارسي أبو جعفر	محمد بن علي أبو الفرج الغندجاني	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ابن خالويه	أبو أحمد بن نصر البازيار	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	أشجع السلمي	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	أشجع السلمي	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
سيف الدولة	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
سيف الدولة	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عاد	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو بكر القهستاني	أبو عامر الجرجاني	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
أبو بكر القهستاني	تميم بن مفرج الطائي أبو كامل	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
أبو بكر القهستاني	عالي بن جبلة الغساني	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
أبو عامر الجرجاني	تميم بن مفرج الطائي أبو كامل	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
أبو عامر الجرجاني	عالي بن جبلة الغساني	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
تميم بن مفرج الطائي أبو كامل	عالي بن جبلة الغساني	 DQ 	 1 	 66 	1	طبقات شعراء البدو والحجاز
أبو الحسين بن عبد الواحد القاضي	عامر	 DQ 	 1 	 151 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الحسين بن عبد الواحد القاضي	علي بن محمد التهامي أبو الحسن	 DQ 	 1 	 151 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
عامر	علي بن محمد التهامي أبو الحسن	 DQ 	 1 	 151 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو سعد الموصلي	عائذ بن محصن بن ثعلبة أبو عمرو	 DQ 	 1 	 407 	3	فضلاء العراق
أبو سعد الموصلي	عمرو بن هند	 DQ 	 1 	 407 	3	فضلاء العراق
عائذ بن محصن بن ثعلبة أبو عمرو	عمرو بن هند	 DQ 	 1 	 407 	3	فضلاء العراق
اسماعيل بن حيدر العلوي أبو المحاسن	الشيعة	 DQ 	 1 	 418 	4	شعراء الري والجبال واصفهان وفارس وكرمان
اسماعيل بن حيدر العلوي أبو المحاسن	عبد الجبار النيسابوري	 DQ 	 1 	 418 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الشيعة	عبد الجبار النيسابوري	 DQ 	 1 	 418 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الثعالبي	عبد الجبار بن الحسين أبو المظفر	 DQ 	 2 	 1115 	9	طبقة بيهق
الثعالبي	مسعود بن محمود (الغزنوي) 	 DQ 	 2 	 1115 	9	طبقة بيهق
عبد الجبار بن الحسين أبو المظفر	مسعود بن محمود (الغزنوي) 	 DQ 	 2 	 1115 	9	طبقة بيهق
الحسين بن علي بن ميكائيل أبو عبد الله	عبد الجبار بن عبد الجليل	 DQ 	 2 	 827 	7	شعراء بلخ
أبو جعفر البحاثي	أبو سعد الأثيري الخوارزمي	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	عبد الجليل أبو الحسن	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو سعد الأثيري الخوارزمي	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو سعد الأثيري الخوارزمي	عبد الجليل أبو الحسن	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو محمد العبدلكاني الزوزني	عبد الجليل أبو الحسن	 DQ 	 1 	 653 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	أبو سعد الأثيري الخوارزمي	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	عبد الجليل أبو الحسن	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو سعد الأثيري الخوارزمي	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو سعد الأثيري الخوارزمي	عبد الجليل أبو الحسن	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو محمد العبدلكاني الزوزني	عبد الجليل أبو الحسن	 DQ 	 1 	 654 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو بكر القهستاني	بكر بن المستعين أبو القاسم	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	الحسين بن علي بن ميكائيل أبو عبد الله	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
أبو بكر القهستاني	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	الحسين بن علي بن ميكائيل أبو عبد الله	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
بكر بن المستعين أبو القاسم	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	طغرلبك	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
الحسين بن علي بن ميكائيل أبو عبد الله	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
طغرلبك	عبد الحميد الكاتب	 DQ 	 2 	 1084 	8	طبقات نيسابور
طغرلبك	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
عبد الحميد الكاتب	محمد بن محمود بن سبكتكين الغزنوي أبو أحمد	 DQ 	 2 	 1084 	8	طبقات نيسابور
الازهري	عبد الحميد بن ابراهيم	 DQ 	 2 	 1104 	8	طبقات نيسابور
عبد الحميد بن يحيى أبو القاسم	يحيى بن نصر السعدي البغدادي	 DQ 	 1 	 389 	3	فضلاء العراق
أبو علي الطاهري	الحسن بن أحمد السمرقندي أبو محمد	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو علي الطاهري	عبد الحميد بن يحيى أبو القاسم	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو علي الطاهري	نصر بن الحسن المرغيناني أبو الحسن	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الحسن بن أحمد السمرقندي أبو محمد	عبد الحميد بن يحيى أبو القاسم	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الحسن بن أحمد السمرقندي أبو محمد	نصر بن الحسن المرغيناني أبو الحسن	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عبد الحميد بن يحيى أبو القاسم	نصر بن الحسن المرغيناني أبو الحسن	 DQ 	 1 	 666 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو يعلى القرشي الهروي	الباخرزي	 DQ 	 2 	 901 	7	شعراء بلخ
أبو يعلى القرشي الهروي	 ريا	 DQ 	 2 	 901 	7	شعراء بلخ
أبو يعلى القرشي الهروي	سعدى	 DQ 	 2 	 901 	7	شعراء بلخ
أبو يعلى القرشي الهروي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
أبو يعلى القرشي الهروي	علي بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
الباخرزي	 ريا	 DQ 	 2 	 901 	7	شعراء بلخ
الباخرزي	سعدى	 DQ 	 2 	 901 	7	شعراء بلخ
الباخرزي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
الباخرزي	علي بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
 ريا	سعدى	 DQ 	 2 	 901 	7	شعراء بلخ
 ريا	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
 ريا	علي بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
سعدى	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
سعدى	علي بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
عبد الحميد بن يحيى أبو القاسم	علي بن يحيى أبو القاسم	 DQ 	 2 	 901 	7	شعراء بلخ
 أبو عيينة	أحمد بن محمد بن أبي عمرو الباذغيسي أبو نصر	 DQ 	 2 	 902 	7	شعراء بلخ
 أبو عيينة	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 902 	7	شعراء بلخ
أحمد بن محمد بن أبي عمرو الباذغيسي أبو نصر	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 902 	7	شعراء بلخ
أحمد بن الحسين أبو نصر	حنظلة بن صفوان الحميري	 DQ 	 2 	 909 	7	شعراء بلخ
أحمد بن الحسين أبو نصر	 خفاف بن ندبة	 DQ 	 2 	 909 	7	شعراء بلخ
أحمد بن الحسين أبو نصر	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 909 	7	شعراء بلخ
أحمد بن الحسين أبو نصر	قرواش بن عوف	 DQ 	 2 	 909 	7	شعراء بلخ
حنظلة بن صفوان الحميري	 خفاف بن ندبة	 DQ 	 2 	 909 	7	شعراء بلخ
حنظلة بن صفوان الحميري	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 909 	7	شعراء بلخ
حنظلة بن صفوان الحميري	قرواش بن عوف	 DQ 	 2 	 909 	7	شعراء بلخ
 خفاف بن ندبة	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 909 	7	شعراء بلخ
 خفاف بن ندبة	قرواش بن عوف	 DQ 	 2 	 909 	7	شعراء بلخ
عبد الحميد بن يحيى أبو القاسم	قرواش بن عوف	 DQ 	 2 	 909 	7	شعراء بلخ
عبد الحميد بن يحيى أبو القاسم	محمد بن ابراهيم المعدني أبو جعفر	 DQ 	 2 	 1338 	12	شعراء زوزن
أحمد بن الحسن الميمندي أبو القاسم	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 1347 	12	شعراء زوزن
أحمد بن الحسن الميمندي أبو القاسم	محمد بن أبي العباس المشكاني	 DQ 	 2 	 1347 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	محمد بن أبي العباس المشكاني	 DQ 	 2 	 1347 	12	شعراء زوزن
أبو جعفر البحاثي	البحتري	 DQ 	 2 	 1374 	12	شعراء زوزن
أبو جعفر البحاثي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 1374 	12	شعراء زوزن
البحتري	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 1374 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	محمد بن الحسن أبو سهل	 DQ 	 2 	 1391 	12	شعراء زوزن
أبو المظفر الماثيرناباذي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 2 	 1435 	12	شعراء زوزن
أبو المظفر الماثيرناباذي	علي بن أبي معاذ المائير ناباذي	 DQ 	 2 	 1435 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	علي بن أبي معاذ المائير ناباذي	 DQ 	 2 	 1435 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	محمد بن عبد الله أبو المظفر	 DQ 	 2 	 1460 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	ياقوت الحموي	 DQ 	 2 	 1460 	12	شعراء زوزن
محمد بن عبد الله أبو المظفر	ياقوت الحموي	 DQ 	 2 	 1460 	12	شعراء زوزن
أبو بكر الخوارزمي	أبو عبيد الهروي	 DQ 	 3 	 1505 	13	[backmatter]
أبو بكر الخوارزمي	الحسين بن أحمد الطبسي	 DQ 	 3 	 1505 	13	[backmatter]
أبو بكر الخوارزمي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 3 	 1505 	13	[backmatter]
أبو عبيد الهروي	الحسين بن أحمد الطبسي	 DQ 	 3 	 1505 	13	[backmatter]
أبو عبيد الهروي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 3 	 1505 	13	[backmatter]
الحسين بن أحمد الطبسي	عبد الحميد بن يحيى أبو القاسم	 DQ 	 3 	 1505 	13	[backmatter]
أبو الحسن الظفري	حمزة بن الحسين البرزهي أبو القاسم	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	حمزة بن علي بن الحسن البرزهي	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	حمزة بن علي بن الحسن البرزهي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
عبد الرحمن الهمذاني	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
عبد الرحمن الهمذاني	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
القفطي	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
عبد الرحمن بن عبد القادر الفارسي أبو بكر	نظام الملك	 DQ 	 1 	 499 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو بكر الخوارزمي	أبو سعد الكاتب بن دوست	 DQ 	 3 	 1503 	13	[backmatter]
أبو بكر الخوارزمي	عبد الرحمن بن عيسى	 DQ 	 3 	 1503 	13	[backmatter]
أبو بكر الخوارزمي	محمد بن أحمد بن الاشرس أبو الفتح	 DQ 	 3 	 1503 	13	[backmatter]
أبو سعد الكاتب بن دوست	عبد الرحمن بن عيسى	 DQ 	 3 	 1503 	13	[backmatter]
أبو سعد الكاتب بن دوست	محمد بن أحمد بن الاشرس أبو الفتح	 DQ 	 3 	 1503 	13	[backmatter]
عبد الرحمن بن عيسى	محمد بن أحمد بن الاشرس أبو الفتح	 DQ 	 3 	 1503 	13	[backmatter]
أبو عمرو البسطامي	عبد الرحمن بن محمد الدوغي	 DQ 	 2 	 1004 	8	طبقات نيسابور
أبو جعفر البحاثي	عبد الرحمن بن محمد السهرزوري	 DQ 	 1 	 481 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو جعفر البحاثي	علي بن الحسن السلمي الحراني أبو الحسن	 DQ 	 1 	 481 	4	شعراء الري والجبال واصفهان وفارس وكرمان
عبد الرحمن بن محمد السهرزوري	علي بن الحسن السلمي الحراني أبو الحسن	 DQ 	 1 	 481 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو بكر القهستاني	عبد الرحمن بن محمد بن سعيد أبو منصور	 DQ 	 2 	 1457 	12	شعراء زوزن
أبو بكر القهستاني	يعقوب بن أحمد النيسابوري	 DQ 	 2 	 1457 	12	شعراء زوزن
عبد الرحمن بن محمد بن سعيد أبو منصور	يعقوب بن أحمد النيسابوري	 DQ 	 2 	 1457 	12	شعراء زوزن
عبد الرحيم بن عبد الكريم القشيري أبو نصر	 عبد الملك بن عبد الله الجويني أبو المعالي	 DQ 	 2 	 1059 	8	طبقات نيسابور
عبد الرزاق بن أحمد بن الحسن الميمندي	عبد الصمد الأزدي	 DQ 	 2 	 908 	7	شعراء بلخ
عبد الرزاق بن أحمد بن الحسن الميمندي	ناصر بن منصور الطبسي أبو الفتح	 DQ 	 2 	 1461 	12	شعراء زوزن
عبد الرزاق بن محمد الأندرابي	الفرس	 DQ 	 1 	 676 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
